Condition|Variant
Seizures and Epilepsy|New-onset seizure. History of  trauma. Initial imaging.
Seizures and Epilepsy|New-onset seizure. Unrelated to trauma. Initial imaging.
Seizures and Epilepsy|New-onset seizure. Unrelated to trauma. Initial imaging.
Seizures and Epilepsy|New-onset seizure. Unrelated to trauma. Initial imaging.
Seizures and Epilepsy|Known seizure disorder. History of tumor.
Seizures and Epilepsy|Known seizure disorder. Unchanged seizure semiology.
Seizures and Epilepsy|New-onset seizure. History of  trauma. Initial imaging.
Seizures and Epilepsy|Known seizure disorder. Surgical candidate or surgical planning.
Seizures and Epilepsy|New-onset seizure. Unrelated to trauma. Initial imaging.
Seizures and Epilepsy|New-onset seizure. History of  trauma. Initial imaging.
Seizures and Epilepsy|Known seizure disorder. Change in seizure semiology or new neurologic deficit or no return to previous neurologic baseline.
Seizures and Epilepsy|Known seizure disorder. Unchanged seizure semiology.
Seizures and Epilepsy|New-onset seizure. Unrelated to trauma. Initial imaging.
Seizures and Epilepsy|Known seizure disorder. Surgical candidate or surgical planning.
Seizures and Epilepsy|New-onset seizure. Unrelated to trauma. Initial imaging.
Seizures and Epilepsy|New-onset seizure. History of  trauma. Initial imaging.
Seizures and Epilepsy|New-onset seizure. Unrelated to trauma. Initial imaging.
Seizures and Epilepsy|Known seizure disorder. Change in seizure semiology or new neurologic deficit or no return to previous neurologic baseline.
Seizures and Epilepsy|Known seizure disorder. Unchanged seizure semiology.
Seizures and Epilepsy|Known seizure disorder. History of tumor.
Seizures and Epilepsy|Known seizure disorder. Unchanged seizure semiology.
Seizures and Epilepsy|Known seizure disorder. Surgical candidate or surgical planning.
Seizures and Epilepsy|New-onset seizure. Unrelated to trauma. Initial imaging.
Seizures and Epilepsy|New-onset seizure. History of  trauma. Initial imaging.
Seizures and Epilepsy|Known seizure disorder. Surgical candidate or surgical planning.
Seizures and Epilepsy|Known seizure disorder. Surgical candidate or surgical planning.
Seizures and Epilepsy|New-onset seizure. Unrelated to trauma. Initial imaging.
Seizures and Epilepsy|New-onset seizure. Unrelated to trauma. Initial imaging.
Seizures and Epilepsy|Known seizure disorder. Unchanged seizure semiology.
Seizures and Epilepsy|New-onset seizure. History of  trauma. Initial imaging.
Seizures and Epilepsy|New-onset seizure. History of  trauma. Initial imaging.
Seizures and Epilepsy|New-onset seizure. Unrelated to trauma. Initial imaging.
Seizures and Epilepsy|Known seizure disorder. Change in seizure semiology or new neurologic deficit or no return to previous neurologic baseline.
Seizures and Epilepsy|Known seizure disorder. Change in seizure semiology or new neurologic deficit or no return to previous neurologic baseline.
Seizures and Epilepsy|New-onset seizure. Unrelated to trauma. Initial imaging.
Seizures and Epilepsy|New-onset seizure. Unrelated to trauma. Initial imaging.
Seizures and Epilepsy|Known seizure disorder. History of tumor.
Seizures and Epilepsy|Known seizure disorder. Unchanged seizure semiology.
Seizures and Epilepsy|Known seizure disorder. History of tumor.
Seizures and Epilepsy|New-onset seizure. History of  trauma. Initial imaging.
Seizures and Epilepsy|New-onset seizure. Unrelated to trauma. Initial imaging.
Seizures and Epilepsy|Known seizure disorder. Unchanged seizure semiology.
Seizures and Epilepsy|Known seizure disorder. History of tumor.
Seizures and Epilepsy|New-onset seizure. Unrelated to trauma. Initial imaging.
Seizures and Epilepsy|New-onset seizure. History of  trauma. Initial imaging.
Seizures-Child|Children 6 months to 5 years of age. Complex febrile seizures. Initial imaging.
Seizures-Child|Children 1 month to 17 years of age. Focal seizures, not including abusive head trauma. Initial imaging.
Seizures-Child|Children 1 month to 17 years of age. Focal seizures, not including abusive head trauma. Initial imaging.
Seizures-Child|Neonatal seizures, age 0 to 29 days. Initial imaging.
Seizures-Child|Children 6 months to 5 years of age. Simple febrile seizures. Initial imaging.
Seizures-Child|Children 6 months to 5 years of age. Complex febrile seizures. Initial imaging.
Seizures-Child|Children 1 month to 17 years of age. Focal seizures, not including abusive head trauma. Initial imaging.
Seizures-Child|Children 1 month to 17 years of age. Generalized seizure (neurologically abnormal). Initial imaging.
Seizures-Child|Children 6 months to 5 years of age. Complex febrile seizures. Initial imaging.
Seizures-Child|Children 6 months to 5 years of age. Simple febrile seizures. Initial imaging.
Seizures-Child|Children 1 month to 17 years of age. Post-traumatic seizures, not including abusive head trauma. Initial imaging.
Seizures-Child|Neonatal seizures, age 0 to 29 days. Initial imaging.
Seizures-Child|Children 6 months to 5 years of age. Simple febrile seizures. Initial imaging.
Seizures-Child|Children 6 months to 5 years of age. Complex febrile seizures. Initial imaging.
Seizures-Child|Children 1 month to 17 years of age. Focal seizures, not including abusive head trauma. Initial imaging.
Seizures-Child|Neonatal seizures, age 0 to 29 days. Initial imaging.
Seizures-Child|Children 1 month to 17 years of age. Generalized seizure (neurologically abnormal). Initial imaging.
Seizures-Child|Children 1 month to 17 years of age. Focal seizures, not including abusive head trauma. Initial imaging.
Seizures-Child|Children 1 month to 17 years of age. Primary generalized seizure (neurologically normal). Initial imaging.
Seizures-Child|Children 1 month to 17 years of age. Primary generalized seizure (neurologically normal). Initial imaging.
Seizures-Child|Children 6 months to 5 years of age. Complex febrile seizures. Initial imaging.
Seizures-Child|Neonatal seizures, age 0 to 29 days. Initial imaging.
Seizures-Child|Neonatal seizures, age 0 to 29 days. Initial imaging.
Seizures-Child|Children 1 month to 17 years of age. Intractable seizures or refractory epilepsy.
Seizures-Child|Children 6 months to 5 years of age. Simple febrile seizures. Initial imaging.
Seizures-Child|Children 1 month to 17 years of age. Intractable seizures or refractory epilepsy.
Seizures-Child|Children 1 month to 17 years of age. Generalized seizure (neurologically abnormal). Initial imaging.
Seizures-Child|Children 1 month to 17 years of age. Post-traumatic seizures, not including abusive head trauma. Initial imaging.
Seizures-Child|Children 6 months to 5 years of age. Simple febrile seizures. Initial imaging.
Seizures-Child|Children 1 month to 17 years of age. Primary generalized seizure (neurologically normal). Initial imaging.
Seizures-Child|Children 1 month to 17 years of age. Generalized seizure (neurologically abnormal). Initial imaging.
Seizures-Child|Children 6 months to 5 years of age. Simple febrile seizures. Initial imaging.
Seizures-Child|Children 6 months to 5 years of age. Simple febrile seizures. Initial imaging.
Seizures-Child|Children 1 month to 17 years of age. Intractable seizures or refractory epilepsy.
Seizures-Child|Children 1 month to 17 years of age. Intractable seizures or refractory epilepsy.
Seizures-Child|Children 1 month to 17 years of age. Primary generalized seizure (neurologically normal). Initial imaging.
Seizures-Child|Neonatal seizures, age 0 to 29 days. Initial imaging.
Seizures-Child|Children 1 month to 17 years of age. Intractable seizures or refractory epilepsy.
Seizures-Child|Neonatal seizures, age 0 to 29 days. Initial imaging.
Seizures-Child|Children 1 month to 17 years of age. Primary generalized seizure (neurologically normal). Initial imaging.
Seizures-Child|Children 1 month to 17 years of age. Post-traumatic seizures, not including abusive head trauma. Initial imaging.
Seizures-Child|Children 1 month to 17 years of age. Focal seizures, not including abusive head trauma. Initial imaging.
Seizures-Child|Children 1 month to 17 years of age. Post-traumatic seizures, not including abusive head trauma. Initial imaging.
Seizures-Child|Children 1 month to 17 years of age. Focal seizures, not including abusive head trauma. Initial imaging.
Seizures-Child|Children 1 month to 17 years of age. Post-traumatic seizures, not including abusive head trauma. Initial imaging.
Seizures-Child|Children 1 month to 17 years of age. Post-traumatic seizures, not including abusive head trauma. Initial imaging.
Seizures-Child|Children 1 month to 17 years of age. Primary generalized seizure (neurologically normal). Initial imaging.
Seizures-Child|Children 6 months to 5 years of age. Complex febrile seizures. Initial imaging.
Seizures-Child|Neonatal seizures, age 0 to 29 days. Initial imaging.
Seizures-Child|Children 1 month to 17 years of age. Primary generalized seizure (neurologically normal). Initial imaging.
Seizures-Child|Children 1 month to 17 years of age. Primary generalized seizure (neurologically normal). Initial imaging.
Seizures-Child|Children 1 month to 17 years of age. Generalized seizure (neurologically abnormal). Initial imaging.
Seizures-Child|Children 6 months to 5 years of age. Complex febrile seizures. Initial imaging.
Seizures-Child|Children 6 months to 5 years of age. Complex febrile seizures. Initial imaging.
Seizures-Child|Children 1 month to 17 years of age. Generalized seizure (neurologically abnormal). Initial imaging.
Seizures-Child|Children 1 month to 17 years of age. Generalized seizure (neurologically abnormal). Initial imaging.
Seizures-Child|Children 1 month to 17 years of age. Generalized seizure (neurologically abnormal). Initial imaging.
Seizures-Child|Children 1 month to 17 years of age. Post-traumatic seizures, not including abusive head trauma. Initial imaging.
Seizures-Child|Children 1 month to 17 years of age. Intractable seizures or refractory epilepsy.
Seizures-Child|Children 1 month to 17 years of age. Focal seizures, not including abusive head trauma. Initial imaging.
Seizures-Child|Children 1 month to 17 years of age. Intractable seizures or refractory epilepsy.
Seizures-Child|Children 1 month to 17 years of age. Intractable seizures or refractory epilepsy.
Seizures-Child|Children 6 months to 5 years of age. Simple febrile seizures. Initial imaging.
Seizures-Child|Children 1 month to 17 years of age. Post-traumatic seizures, not including abusive head trauma. Initial imaging.
Sepsis|Suspected or confirmed sepsis. No specific symptoms suggestive of origin, or symptoms cannot be assessed. Initial imaging.
Sepsis|Suspected or confirmed sepsis. No specific symptoms suggestive of origin, or symptoms cannot be assessed. Initial imaging.
Sepsis|Suspected or confirmed sepsis. No specific symptoms suggestive of origin, or symptoms cannot be assessed. Initial imaging.
Sepsis|Suspected or confirmed sepsis. No specific symptoms suggestive of origin, or symptoms cannot be assessed. Initial imaging.
Sepsis|Suspected or confirmed sepsis. No specific symptoms suggestive of origin, or symptoms cannot be assessed. Initial imaging.
Sepsis|Suspected or confirmed sepsis. Acute abdominal pain. Initial imaging.
Sepsis|Suspected or confirmed sepsis. Cough or dyspnea or chest pain. Normal or equivocal or nonspecific chest radiograph. Next imaging study.
